BR_id,BRsummary,BRdescription,commit_id,file_new_name
2678,training_epoch_end seems to fail when returning nothing,  i m trying to log weight histograms to tensorboard at the end of each training epoch  i have the following code       def training epoch end            self log hists       this is in line with the documentation   if you don t need to display anything  don t return anything   however when this function runs i get the following error        file   venv lib     site packages pytorch lightning trainer training loop py   line    in run training epoch  │    self run training epoch end   │  file   venv lib     site packages pytorch lightning trainer training loop py   line    in run training epoch end  │     processed outputs   self process output   │  file   venv lib     site packages pytorch lightning trainer logging py   line    in process output  │    for k  v in output items    │attributeerror   nonetype  object has no attribute  items   │exception ignored in    │traceback     │  file   venv lib     site packages tqdm std py   line    in   del    │  file   venv lib     site packages t,b014223f72ee457285fa3eb336d1d4039cedb651,pytorch_lightning\trainer\training_loop.py
2680,Checkpoint saving order,  the last model save action  here    should be after saving the top k model because the best model and best score could have changed  swapping the order allows resuming the training from the last checkpoint  with the last checkpoint having the latest information about the best model path score    ,f798cffd02a0b6cbdc3033c981501c1a0c4677bd,CHANGELOG.md
2688,Training on GPU failed with Torchtext when using include_lengths=True in torchtext.data.Field,  🐛 bug    the issues raises in pytorch lightning utilities apply func py which assumes that the attributes of a batch from trochtext are tensors  however if torchtext data field is configured to include a length tensor   the field is a tuple   a bugfix is prepared and a pr can be submitted soon   to reproduce    steps to reproduce the behavior     use torchtext field with include lengths true on a gpu machine and fit model   training works on cpu but fails on gpu with  typeerror  cannot unpack non iterable nonetype object    full error message    traceback      file  debug torchtext py   line    in     trainer fit    file     thschaaf   envs   lib     site packages pytorch lightning trainer trainer py   line    in fit    results   self single gpu train    file     thschaaf   envs   lib     site packages pytorch lightning trainer distrib parts py   line    in single gpu train    results   self run pretrain routine    file     thschaaf   envs   lib     site packages pytorch lightning tr,a6719f09f0a383034f4285d65cba880208a03ae4,CHANGELOG.md
2691,Subprocess launched in ddp have the wrong cwd when using hydra.,  🐛 bug    details          i ve talked to  omry   about the issue and i will send out a fix soon   to reproduce    please see the comment i posted above   expected behavior    the cwd for subprocesses should be the same as that of the parent  and relative paths should work    ,b7f613ba6da32941bc86e9188629b572b10db4ad,pytorch_lightning\trainer\distrib_data_parallel.py
272,Trainer track_grad_norm always results in 0,  describe the bug  the trainer has a flag track grad norm which allows us to log the gradient norms to tensorboard  this flag is checked in the run tng epoch function after the training step and validation step  however  the training step   calls model optimizer step   which  in the default implementation  calls optimizer zero grad   this results in the tracked gradient norms to be always zero   moreover  there is an optional   run evaluation call in the validatin step  this results in a call to model zero grad   which i assume will also result in zero gradient norms   to reproduce  steps to reproduce the behavior     train a model with the track grad norm flag set to true and tensorboard logging enabled  go to tensorboard  check the gradient norms    expected behavior  the gradient norms should not always be zero   desktop       os  windows  version           ,41236c7bbbe2a22714c19b625bdf557854d747e8,pytorch_lightning\trainer\trainer.py
2724,Issues with Confusion Matrix normalization and DDP computation,  🐛 bug    i started using the confusionmatrix metric to compute normalized confusion matrices within a mult gpu ddp environment   however  i found the following issues     the normalization divisor is computed correctly in a row wise manner  however  the division is applied column wise   the normalization does not protect against divide by zero if there is no data in a particular row   while this is not a usual case for a well designed validation set  it is possible when you have a large number of unbalanced classes and limit val batches is small     there is no way to specify the number of classes for the confusion matrix   this is critical when performing ddp reduction as it is possible that the automatic computation of the number of classes could produce different answers for each process   i encountered this possibility when using a large number of unbalanced classes such that one of the ddp processes did not see any true data or declarations of the last class  causing its number ,a552d4a2d5056705c68f2eed570a83ee3160b3bc,pytorch_lightning\metrics\functional\classification.py
2742,[DataModule] `prepare_data()` and `setup()` not called,  🐛 bug    it seems that when using datamodule to separate training logic and data loading   of the five methods   that should be called that are         and    only the last three are actually used  witch is problematic since the datasets used by the data loaders should be assigned in the    to reproduce    steps to reproduce the behavior   run this   code sample    import torch  from pytorch lightning import lightningdatamodule  from pytorch lightning core lightning import lightningmodule  from pytorch lightning trainer import trainer  from torch nn import    linear  from torch optim import sgd  from torch utils data import dataloader      class mydatamodule          def   init              super    init           def prepare data            print  in prepare data                    this should be called before train dataloader  but is not           def setup            print  in setup                    this should be called before train dataloader  but is not             self train,036bcea4992865e8a82a5939f0d374530e17b778,docs\source\datamodules.rst
2769,Bug in `LightningModule.load_from_checkpoint`,  suppose you have a class model    and as parameters it takes  params  argparse namespace    along with other keyword arguments which might take default arguments  loading from a checkpoint  model   model          saves a checkpoint  model   model load from checkpoint       same behavior arises if params is passed as positional argument  will throw the error typeerror    init    got multiple values for argument  params    this comes from the fact that in line   in pytorch lightning core saving py  model   cls   when inspected  cls args is   and cls kwargs is  of course    params   params    this stems from the fact in lines                     if args name     kwargs                      in case the class cannot take any extra argument filter only the possible                  cls kwargs update               elif args name                   if args name in cls init args name                       cls kwargs update               else                   cls args       cls args  the else ,cea5f1f53876399dfaa0d37accdc527af7ca39af,pytorch_lightning\core\saving.py
2782,Use of shell=True could lead to shell injection,  file  pytorch lightning trainer training io py  line number       relevant code                  find job id  job id   os environ  slurm job id    cmd    scontrol requeue     format             requeue job          log info           result   call        from here     executing shell commands that incorporate unsanitized input from an untrusted source makes a program vulnerable to shell injection  a serious security flaw which can result in arbitrary command execution  for this reason  the use of shell true is strongly discouraged in cases where the command string is constructed from external input   shell false disables all shell based features  but does not suffer from this vulnerability   meaning anything that can set the slurm job id environment variable can perform code execution   the documentation also describes why you might need want shell true   this can be useful if you are using python primarily for the enhanced control flow it offers over most system shells and still wan,96eb6ebacd5b8bba2dea4741355f576e8f1c6a16,pytorch_lightning\trainer\training_io.py
2844,Tensorboard logger fails to save model OmegaConf hparams,  🐛 bug    the tensorboard logger fails to log module hyperparameters configured with omegaconf  this happens when updating the logger hparams here     the trainer calls the logger s log hyperparams here   inside log hyperparams the logger s hparams are updated here  this causes the hparams type to now be dict instead of dictconfig  as a result  this branch in  save hparams to yaml   is never triggered    this is the stacktrace when logging hyperparams        to reproduce    code sample    a hacky fix would be something like changing the hparams update to use this inside the tensorboard logger   if isinstance       self hparams   omegaconf merge   else       self hparams update       expected behavior    environment    please copy and paste the output from our  environment collection script        you can get the script and run it with   wget   lightning master tests collect env details py    for security purposes  please check the contents of collect env details py before running it  ,b39f4798a6859d2237b48b29b39a2390164612c1,CHANGELOG.md
2859,Failing docker-Conda build,  🐛 bug    there seems to be some connection issue while creating conda env  to reproduce      lightning runs      additional context     ,ad956b5ed9add7e601dfbe57e96ea586305127d0,.github\workflows\docker-builds.yml
286,Double check that fast_dev_run works correctly,  it should run a single validation and training batch and cover the full loop   suggested by  adefazio     ,608a90a490798a743410768a832309fe40b6ab7b,pytorch_lightning\trainer\trainer.py
2862,"Metrics error due to inplace operation, ""computation has been modified by an inplace operation"".",  hey   williamfalcon    i got a new error since i upgraded the library today   i used the accuracy metric  but got an error   code sample       in lightning module  def training step            x  y   batch          y hat   self           loss   f cross entropy           acc   accuracy         from the functional metric classification          tensorboard logs     train loss   loss           return   loss   loss   log   tensorboard logs       error msg     runtimeerror  one of the variables needed for gradient computation has been modified by an inplace operation   torch cuda longtensor      is at version    expected version   instead  hint  enable anomaly detection to find the operation that failed to compute its gradient  with torch autograd set detect anomaly        can be solved using  clone  method     however  when i clone the y before feeding to the accuracy function  no error was shown   acc   accuracy        but  it s inconvenience if user has to do it manually  isn t it   ac,d9d7e91a3b68fb7bbb966c73745a932ea95a2e6b,pytorch_lightning\metrics\functional\classification.py
2868,Throw warning for changing val_loss,  add warning to user that when changing val loss to another keyword it will break checkpointing  early stopping  and other features relying on it    ,51de6802edd6c050ba3f2803724298eb059dc5ad,pytorch_lightning\callbacks\early_stopping.py
2891,The total number of batches shows by the progress bar of the sanity check is wrong,  🐛 bug    the total of the sanity check progress bar is set by        pytorch lightning pytorch lightning callbacks progress py               line          in                        self val progress bar total   convert inf               the progress bar will always show trainer num sanity val steps even if  the length of the validation dataloader is less than trainer num sanity val steps   maybe the total could be computed by  from pytorch lightning trainer import data loading    num full val dataloader batches          len  if data loading  has len  else float       for dataloader in trainer val dataloaders     self val progress bar total   convert inf       sum               for num batches in num full val dataloader batches    we use the private function data loading  has len to check if dataloader has   len    maybe we could make data loading  has len public   or we could make num full val dataloader batches   a member variable of trainer and update the value in pytorch lightning,a628d181ee662a77b708a12c51477f912ce02f63,CHANGELOG.md
2916,ModelCheckpoint with custom filepath don't support training on multiple nodes,  🐛 bug    when training on multiple nodes using  with custom   it will raise  caused by the following line of code  model checkpoint py       maybe a try except block is needed    ,56396abe9839fa075bcc087c32f098145b0bdc9f,pytorch_lightning\callbacks\model_checkpoint.py
2936,"Trainer ""optimizers"" attribute is None when saving checkpoint and callbacks list is not empty",  🐛 bug    i m training a gan and i m running a few custom callbacks as well  when the model attempts to save at the end of the first epoch  it crashes  here s the very strange thing  i have the exact same code in a jupyter notebook and the error doesn t occur   to reproduce    steps to reproduce the behavior   the bug does not occur when the callbacks list passed into the trainer is empty  none of the callbacks i m using have anything to do with saving checkpoints  they re all for logging certain things about the model  enabling any one of them causes the error  running the exact same code in jupyter results in no crashes   stack trace   traceback   ███████████████████████████████████                     loss        v num     d loss        g loss           file  mnist dense gan convergence py   line    in       main     file  mnist dense gan convergence py   line    in main      trainer fit     file   users robbie  conda envs ganresearch lib     site packages pytorch lightning trainer,cb2a3265e5eb329a48fb44df6ab8fd74df62b85a,tests\trainer\test_optimizers.py
2943,Issue with pl.Trainer.from_argparse_args(...),  🐛 bug    to reproduce    steps to reproduce the behavior     use parser   pl trainer add argparse args   run python main py   overfit batches    the training runs over the whole dataset instead of running on a single batch        code sample    expected behavior    only one batch should have run   environment      cuda     gpu     tesla   pcie        available          true  version                     packages     numpy                     pytorch debug      false  pytorch version             pytorch lightning         tensorboard               tqdm                          system     os                 linux  architecture              processor             python                    version               smp thu jul         pdt          additional context     ,48f658fbb551e5f65a32938224dd782dd4605820,pytorch_lightning\core\datamodule.py
2955,Using IterableDatasets without __len__ for Training,  calling fit  internally calls enforce datamodule dataloader override  this function  has the if statement if   and datamodule         pytorch lightning pytorch lightning trainer configuration validator py               line          in                        if   and datamodule              this is similar to the pr       the problem is that the  translates to   but there s no dataloader  so bool  uses dataloader       but    dataloader  uses iterabledataset  for iterabledatasets for which  is undefined   the fix is also the same  the if dl should be replaced by if dl is not none   i will open a pr fixing this    ,88bfed371e9597e813384b3d951b0e5280be71bd,pytorch_lightning\trainer\configuration_validator.py
2956,'NoneType' object has no attribute 'lower'  while training on TPU,  🐛 bug    distributed backend is not set to  tpu  which breaks it here  line       pytorch lightning pytorch lightning trainer distrib data parallel py               line          in                        if self distributed backend lower  not in   ddp spawn    ddp cpu    tpu                distributed backend has to be explicitly specified in trainer params to have it working which is misleading from the docs    lightning readthedocs io en latest tpu html distributed backend with tpu    to reproduce    steps to reproduce the behavior     mnist tpu    expected behavior    should automatically set distributed backend and train successfully   additional context    related to                     ,cfd06a083b47b6c5c619f5362441197cb4e93e9e,pytorch_lightning\trainer\distrib_data_parallel.py
2961,AttributeError: 'NoneType' object has no attribute 'best_model_path' when `checkpoint_callback` = False,  🐛 bug    model does not complete training on tpu and error s out with error attributeerror   nonetype  object has no attribute  best model path  when checkpoint callback false   to reproduce    steps to reproduce the behavior   trainer trainer   trainer fit                                                                                  attributeerror                            traceback     in           trainer   trainer           trainer fit      opt conda lib     site packages pytorch lightning trainer states py in wrapped fn                      if entering is not none                          self state   entering                     result   fn                                 the interrupted state can be set inside the run function  to indicate that run was interrupted     opt conda lib     site packages pytorch lightning trainer trainer py in fit                    self accelerator backend setup                    self accelerator backend train                    self accelera,8be002ccc7c2e8371ab426ea07c953f72747269e,pytorch_lightning\accelerators\tpu_backend.py
3000,valdation_epoch_end won't log if no logging is done in validation_step,  🐛 bug     edenlightning   looks like setting both logger false and prog bar false won t do anything  if this is intended  maybe we should add a warning or something   also saw another issue  if i don t log anything in validation step then logged values in validation epoch end won t be logged too even if we set logger true  updated the notebook attatched above for the same to verify   code sample       scrollto      environment    pl  master  env  colab   ,3453bba898a8cab7e0a6fd73e988291740f295d0,pytorch_lightning\callbacks\model_checkpoint.py
3001,ModelCheckpoint does not create full path,  🐛 bug    to reproduce    run checkpoint callback   modelcheckpoint   only my folder is created   i think this line   discard the last trailing slash  so the directories are not created as intended when the paths are getting split   expected behavior    path should be fully created    ,580b04b490d4d6819133a5604ea0ef82e2a21727,CHANGELOG.md
3005,`type_as` bug in the doc of LightningModule,  🐛 bug    when i run this line of code   in the doc  it complains that  shouldn t be given a    to reproduce    code sample    the last line of the following code  x   torch zeros   new x   torch zeros   new x   new x type as    gives this error   typeerror  type as   argument  other    must be tensor  not str      expected behavior    cast new x to the same type as x   a potential fix   new x   new x type as   environment      cuda             gpu                     geforce rtx                      geforce rtx              available          true            version                   packages             numpy                               pytorch debug      false            pytorch version                     pytorch lightning                   tensorboard                         tqdm                        system             os                 linux            architecture                                          elf            processor                       python                ,9f6be96f845cabb114ef0df7a04498af6d5d8874,docs\source\introduction_guide.rst
3019,Results gathering with varying tensor shapes (e.g. last batch),  🐛 bug    results object reduction when batch sizes are different won t work because torch stack get s different input shapes  this can happen if your dataloader returns a smaller batch for the last iteration  for example   def recursive stack        for k  v in result items            if isinstance                recursive stack           if isinstance  and len      and isinstance                v   torch stack               result k    v  context  from slack discussion by  artgor      lightning slack com archives         ,9031dc3b817d46dc9b36007cce1360cfcf99939f,CHANGELOG.md
3032,Epoch counting is one-off in multiple instances,  🐛 bug  two issues occur     the final epoch does not save a checkpoint during training   resuming from a checkpoint n will start the epochs at n       expected behavior      final checkpoint should save a  ckpt file  as usual   should resume from epoch n       environment      cuda      gpu       tesla   dgxs        tesla   dgxs        tesla   dgxs        tesla   dgxs       available          true     version                   packages      numpy                        pytorch debug      false     pytorch version              pytorch lightning            tensorboard                  tqdm                        system      os                 linux     architecture                  processor                python                       version               ubuntu smp thu jul         utc         ,10150fccb001867472e3cbde298591999e321278,pytorch_lightning\callbacks\progress.py
3035,Incorrect Precision/Recall/F1 score compared to sklearn,  🐛 bug    to reproduce    steps to reproduce the behavior     copy the code  run the code from top to bottom  compare print results  see difference between sklearn and lightning    code    import torch  import numpy as np  import pytorch lightning as pl  from sklearn metrics import accuracy score  precision score  recall score       print            generate binary data  pl seed everything   n        number of samples  y   np random choice   y pred   np random choice   y tensor   torch tensor   y pred tensor   torch tensor         accuracy appears alright  print    print    print          results     accuracy from sklearn         accuracy from lightning functional tensor      accuracy from lightning tensor tensor       precision appears to be off  compared to sklearn  print    print    print          precision from sklearn         precision from lightning functional tensor      precision from lightning tensor tensor      recall appears to be off  compared to sklearn  print    print   ,28af34bc5134fddf544425fed9ffe04445b237e3,CHANGELOG.md
3053,load_from_checkpoint() doesn't work when a LightningModule inherits from typing.Generic,  🐛 bug    when a lightningmodule with saved hyperparameters inherits from   hyperparameters saved in the checkpoint file are not loaded automatically  causing an error  when  calls  to gather the list of arguments of the lightningmodule that inherits from    returns  instead of the actual arguments  because  implements an empty   the execution path ends up here       lib inspect py       as a result  pl filters out all the saved hyperparameters from the checkpoint  which results in an error when trying to instantiate the lightningmodule  i d assume this would happen when a lightningmodule inherits from any class that implements  such as    to reproduce    create a lightningmodule that inherits from typing generic with some hyperparameters  fit it  then try to load it from a checkpoint   code sample    import torch  import torch nn functional as f  import pytorch lightning as pl    from typing import generic  typevar  from torch utils data import dataloader    t   typevar       class g,88886ace7232c8e25ece431969c5d8d101f3368d,pytorch_lightning\core\saving.py
3097,IoU metric returns 0 score for classes not present in prediction or target,  🐛 bug    the iou metric implementation always returns a score of   for a class that is not present in either the prediction or the target  this can lead to a deflated score even for perfectly predicted examples   case    one example of an affected case is multi class semantic segmentation of an image that does not contain one of the classes  this can be outlined as follows     we have   possible classes in this dataset     ground truth target for an image consists only of classes   and     model perfectly predicts the target   the iou score should be        but the actual score will be deflated   since there will be an unnecessary penalty for class       case    another example that is a bit more implementation dependent to explain     target contains only   s   prediction perfectly assigns all   s   the iou score should be        but the actual score will be deflated   since there will be an unnecessary penalty for class     this only applies when a higher numbered class is present ,76c4afb840b0ae5fcafee07d527c58e9245d099d,CHANGELOG.md
3104,TPU available: true when there are no TPUs,  🐛 bug    i am using a dgx machine    but on initiating trainer  it logs tpu available  true  this ends up returning missing xla configuration when i run my script   to reproduce    code sample    simply running the following lines on my machine      trainer   pl trainer                                                                                                                    gpu available  true  used  true  tpu available  true  using    tpu cores  expected behavior       trainer   pl trainer                                                                                                                    gpu available  true  used  true  tpu available  false  using    tpu cores  environment      cuda             gpu                     tesla                  available          true            version                   packages             numpy                               pytorch debug      false            pytorch version                     pytorch lightning               ,69833dad5b2a0e7e68ed60a91a5a8c32ae22f707,CHANGELOG.md
3111,Horovod with native 16 precision not working,  🐛 bug    to reproduce    steps to reproduce the behavior     using precision   with distributed backend horovod    traceback       file   workspace main lightning py   line    in       main     file   workspace main lightning py   line    in main      trainer fit     file   usr local lib     dist packages pytorch lightning trainer states py   line    in wrapped fn      result   fn     file   usr local lib     dist packages pytorch lightning trainer trainer py   line    in fit      results   self horovod train     file   usr local lib     dist packages pytorch lightning trainer distrib parts py   line    in horovod train      model  optimizers   model configure apex     file   usr local lib     dist packages pytorch lightning core lightning py   line    in configure apex      model  optimizers   amp initialize       code sample    trainer   trainer           precision             gpus             distributed backend  horovod        environment      pytorch version           how you in,091d37f968b593e7e3b212d53bec6395a8c546de,CHANGELOG.md
3143,Trainer crashed when optimizer frequency is defined.,  🐛 bug    to reproduce    steps to reproduce the behavior   run the following code           traceback       file  pl bug py   line    in       trainer fit      file   opt conda lib     site packages pytorch lightning trainer states py   line    in wrapped fn      result   fn     file   opt conda lib     site packages pytorch lightning trainer trainer py   line    in fit      results   self accelerator backend train     file   opt conda lib     site packages pytorch lightning accelerators gpu backend py   line    in train      results   self trainer run pretrain routine     file   opt conda lib     site packages pytorch lightning trainer trainer py   line    in run pretrain routine      self train     file   opt conda lib     site packages pytorch lightning trainer training loop py   line    in train      self run training epoch     file   opt conda lib     site packages pytorch lightning trainer training loop py   line    in run training epoch      batch output   self run training ba,a1ea681c47004599ee5a47a05ddd1b4ea12e60d4,CHANGELOG.md
3144,ONNX model does not save on GPU,  🐛 bug    attempting to export on onnx after training model on gpu  throws an error is the input sample or example input array is not a cuda tensor   to reproduce    steps to reproduce the behavior     train a model on gpu  try to export to onnx when  self example input array   torch zeros  or input sample   torch zeros                                                                                  runtimeerror                              traceback     in           filepath    model onnx           model to onnx      opt conda lib     site packages pytorch lightning core lightning py in to onnx                if  example outputs  not in kwargs                    self eval                    kwargs  example outputs     self                       torch onnx export      opt conda lib     site packages torch nn modules module py in   call                       result   self  slow forward                 else                     result   self forward                 for hook in self  forw,d9ea25590e95ca9e70401123a0f1f59de711e2ff,CHANGELOG.md
3162,RMSLE metric appears to be incorrect,  🐛 bug    the usage of mse in the rmsle function   looks wrong to me  it looks like this function currently computes  instead of    expected behavior    i would expect that rmsle looks like this   rmsle   rmse   torch log   reduction reduction    ,888340d17ed91eeee1b576cda36f13f0ef3e5459,CHANGELOG.md
3168,Max line length mismatch,  🐛 bug       yml   has  set to   whereas it is   in pyproject toml    expected behavior    line length should be consistent   ,59fb332677c0f865de1e42f2fc80caa2460915ff,.pep8speaks.yml
3172,"""Unsupported `ReduceOp` for distributed computing"" warning when using Result without distributed",  🐛 bug    step result py imports pytorch lightning metrics converters  converters py raises the following warning if torch distributed reduceop cannot be imported     rank zero warn     i don t use and don t want to use distributed training  but this warning is printed to stdout non stop at one warning per second rate   to reproduce    use result object without a distributed package available   expected behavior    this warning should be printed once at most   if i don t use distributed  i don t need to see this warning at all   environment      cuda     gpu     geforce rtx      available          true    version                 packages     numpy                       pytorch debug      false    pytorch version             pytorch lightning           tensorboard                 tqdm                      system     os                 windows    architecture          windowspe    processor            family   model   stepping    genuineintel    python                      version      ,99f05ed23f818d4f21c2c6925a66e75df606c859,pytorch_lightning\metrics\converters.py
3185,"Value out of range (expected to be in range of [-1, 0], but got 1)",  value out of range      exception in device tpu    torch xla csrc helpers cpp     check failed  min shape dim    dim    dim    max shape dim  following is the stack trace when i am using all   tpu cores on kaggle  the exact same code with    sync dist false    works completely fine on kaggle gpu     value out of range  exception in device tpu    torch xla csrc helpers cpp     check failed  min shape dim    dim    dim    max shape dim      begin stack trace      tensorflow  currentstacktrace   torch xla  xlahelpers  getcanonicaldimensionindex   torch xla  xlahelpers  maketransposepermutation   torch xla  xlatensor  transpose   torch xla  atenxlatype  t      impl  wrap kernel functor unboxed     at  tensor     call   at  t   at  tensor  t  const   pymethoddef rawfastcallkeywords   pymethoddescr fastcallkeywords   pyeval evalframedefault   pyfunction fastcallkeywords   pyeval evalframedefault   pyfunction fastcallkeywords   pyeval evalframedefault   pyfunction fastcallkeywords   pyeval ,3910ad033074367f6abfe0001562db725a75cb73,pytorch_lightning\callbacks\early_stopping.py
3189,Broken [Source] links in docs,  📚 documentation    hello  i was browsing the docs  and out of curiosity  i wanted to check the source for   and so i clicked on the  source  link of the  method  the link  however  sends to   lightning blob pytorch lightning core lightning lightningmodule py    which is not right  as the repo name is  pytorch lightning    i am not familiar with sphinx  but i checked the docs and the conf file  and i think that the reason can be found here         pytorch lightning docs source conf py              lines   to          in                        project    pytorch lightning           copyright   pytorch lightning   copyright            author   pytorch lightning   author                       the short x y version          version   pytorch lightning   version              the full version  including alpha beta rc tags          release   pytorch lightning   version                       options for the linkcode extension                                                        github user ,9be26d0c1b3aa2923475cd83098850d1e438a24e,docs\source\_templates\theme_variables.jinja
3199,Early Stopping + result dictionary + no validation not working.,  🐛 bug    the case where the user does not use validation and returns a dictionary   during training does not work in combination with early stopping   the test case which should check this is here         pytorch lightning tests callbacks test early stopping py              lines   to          in                        def test early stopping no val step               test that early stopping callback falls back to training metrics when no validation defined                       class currentmodel            def training step            output   super  training step           output update     could be anything else          return output                   model   currentmodel           model validation step   none          model val dataloader   none                   stopping   earlystopping           trainer   trainer           default root dir tmpdir           early stop callback stopping           overfit batches               max epochs                            result   trai,197acd535fee5e79dafeeff14cc742095c77bd70,docs\source\results.rst
3233,auto_scale_batch_size not working with datamodule,  🐛 bug    the trainer expects the lightningmodule to have self batch size   in training tricks py   however  if one is using the new lightningdatamodule  that should be the class with self batch size defined   to reproduce    assert hasattr   trainer   trainer   trainer fit   pytorch lightning utilities exceptions misconfigurationexception  field batch size not found in both  model  and  model hparams   expected behavior    auto scale batch size should work using lightningdatamodule  environment      packages      numpy                        pytorch debug      false     pytorch version              pytorch lightning            tensorboard                  tqdm                           ,48c22c8bad9a47141c7160d92f2edc9e2e4ad159,CHANGELOG.md
3253,**gather_all_tensors_if_available**  share the same underlying storage for all GPUs,  🐛 bug    hi  one of new features in         has a   copy bug   and this would lead that tensors in all gpus  are the wrongly same as one gpu   since they share the same storage     lightning blob master pytorch lightning metrics converters py      gathered result   world size    torch zeros like        change into   gathered result    torch zeros like  for   in range         ,d521c1b1787930dd4f6375a3c61a25579ca59ee5,pytorch_lightning\metrics\converters.py
3259,Cap batch size by number of training samples when using auto_scale_batch_size,  🐛 bug    the batch size finder sets an unrealistically high batch size if all samples of the training dataset fit into one batch        batch size   succeeded  trying batch size    batch size   succeeded  trying batch size    batch size   succeeded  trying batch size    finished batch size finder  will continue with full run using batch size        to reproduce    steps to reproduce the behavior     run mnist example with auto scale batch size true       expected behavior    batch size search space should not be larger than number of available training samples    ,e245065fbcc7701da528fbe2568242d50586a0a3,CHANGELOG.md
326,Broken link in Examples readme,  the link to the template at the top of   lightning examples examples    doesn t work  seems like the underlying codebase has shifted and the doc wasn t yet updated    ,c0bd203cffad86cc55fda2d87b7f7e0d51135166,docs\examples\Examples.md
3260,auto_scale_batch_size won't reset current_epoch,  🐛 bug    when auto scale batch size is enabled  the model is initially trained with varying batch sizes  when training begins  trainer current epoch equals   instead of     to reproduce    either observe the progress bar or use a simple callback to track the epoch number  once with  auto scale batch size  enabled and once with  auto scale batch size disabled   from pytorch lightning import callback    class printcallback              def   init              self observed epochs                     def on train epoch start            print           self observed epochs append          ,39b3704285e40a29a5862c4d8145b68d3b35d45e,CHANGELOG.md
3276,Logging non-tensor scalar with result breaks subsequent epoch aggregation,  🐛 bug    logging non tensor scalar with result breaks subsequent epoch tbptt aggregation        process   terminated with the following error   traceback       file   opt conda lib     site packages torch multiprocessing spawn py   line    in  wrap      fn     file   opt conda lib     site packages pytorch lightning accelerators ddp spawn backend py   line    in ddp train      results   self trainer run pretrain routine     file   opt conda lib     site packages pytorch lightning trainer trainer py   line    in run pretrain routine      self train     file   opt conda lib     site packages pytorch lightning trainer training loop py   line    in train      self run training epoch     file   opt conda lib     site packages pytorch lightning trainer training loop py   line    in run training epoch      self run training epoch end     file   opt conda lib     site packages pytorch lightning trainer training loop py   line    in run training epoch end      epoch log metrics  epoch progres,2d5a7f5e7dc686cfc8172101a81505bf421468af,pytorch_lightning\core\step_result.py
3280,Error in transfer_batch_to_device when None type is in the batch,  🐛 bug    to reproduce    steps to reproduce the behavior     there should be no torchtext pre installed  run the sample code    code sample    from torch utils data import dataloader  import pytorch lightning as pl      def collate fn        return batch      class mydatamodule        def   init              super    init           def prepare data            pass        def setup            self train      input   torch randn    output   none          def train dataloader            return dataloader       class mymodel        def   init              super    init             self linear   torch nn linear         def forward            return self linear         def configure optimizers            return torch optim adam          def training step            x   batch     input            y   batch     output            loss   self           result   pl trainresult           result log           return result      def main          dataset      data module   mydatamodule           m,bd5f53c51994e14c79404c9dcededae53b21b664,pytorch_lightning\utilities\apply_func.py
3303,AUROC metric should throw an error when used for multi-class problems,  🐛 bug    auroc accepts multi class input without throwing an error  instead  it gives a random value  which gives the illusion that it is working   background    lightning auroc value for multi class seems to be completely off compared to sklearn using it wrong        to reproduce    steps to reproduce the behavior     manually create some multi class arrays  use pytorch lightning s auroc  metric  use sklearn s auroc metric  observe values not matching    code sample    import torch  import sklearn metrics  import pytorch lightning as pl  from pytorch lightning metrics classification import auroc    pl seed everything   auroc   auroc     def test auroc sk multiclass        for i in range            target   torch randint                       pred   torch rand  softmax     torch randint            score sk   sklearn metrics roc auc score   pred numpy   multi class  ovo   labels            score pl   auroc           print           assert torch allclose  float   torch tensor  float   ,b1347c956af4752560b53b891d352c48c6050305,CHANGELOG.md
3335,Cannot replicate training results with seed_everything and deterministic flag = True with DDP,  🐛 bug    i noticed this when i was adding more metrics calculation to the lightningmodule  for example  adding the confusion matrix at the end of validation test epoch   before and after i added these functions    i noticed the training results are not the exactly the same   however  once i added these function and re ran again  yes i got the same training results   to reproduce    code sample    expected behavior    the training results should be identical even if some deterministic functions are added  environment    please copy and paste the output from our  environment collection script        you can get the script and run it with   wget   lightning master tests collect env details py    for security purposes  please check the contents of collect env details py before running it   python collect env details py        pytorch version          os     linux  how you installed pytorch    pip  build command you used     python version       cuda cudnn version       gpu models and con,a71d62d8409f4960a4b438b8d19c924d3636c73f,CHANGELOG.md
3393,"MLFlow Logger slows training steps dramatically, despite only setting metrics to be logged on epoch",  🐛 bug    when using the mlflow logger  with a remote server  logging per step introduces latency which slows the training loop   i have tried to configure logging of metrics only per epoch  however it seems this still results in much slower performance  i suspect the logger is still communicating with the mlflow server on each training step   to reproduce      start an mlflow server locally    mlflow ui        run the minimal code example below as is     uncomment out the tracking uri to use the local mlflow server and run the code again  you will see a     times drop in the iterations per second     code sample    import torch  from torch utils data import tensordataset  dataloader  import pytorch lightning as pl    class mymodel        def   init              super    init             self num examples              self num valid              self batch size              self lr                self wd                self num features              self linear   torch nn linear      ,656c1af0df0cd0a8102a69c9c5045e86dc2b6b3a,CHANGELOG.md
